country,iso3,dev_level,region,year,asset,return_pct,shock_event
Brazil,BRA,emerging,LatAm,2017,commodities,28.43,
Brazil,BRA,emerging,LatAm,2018,commodities,-5.33,
Brazil,BRA,emerging,LatAm,2019,commodities,-0.88,
Brazil,BRA,emerging,LatAm,2020,commodities,-1.0,COVID-19
Brazil,BRA,emerging,LatAm,2021,commodities,5.3,COVID recovery / stimulus
Brazil,BRA,emerging,LatAm,2022,commodities,22.81,Inflation / rate hike cycle
Brazil,BRA,emerging,LatAm,2023,commodities,23.03,Rates plateau
Brazil,BRA,emerging,LatAm,2024,commodities,20.87,
Mexico,MEX,emerging,LatAm,1985,commodities,28.95,
Mexico,MEX,emerging,LatAm,1986,commodities,-2.25,
Mexico,MEX,emerging,LatAm,1987,commodities,-12.9,Black Monday
Mexico,MEX,emerging,LatAm,1988,commodities,11.57,
Mexico,MEX,emerging,LatAm,1989,commodities,19.85,
Mexico,MEX,emerging,LatAm,1990,commodities,7.4,Gulf War / S&L crisis
Mexico,MEX,emerging,LatAm,1991,commodities,14.47,Recession
Mexico,MEX,emerging,LatAm,1992,commodities,-1.22,
Mexico,MEX,emerging,LatAm,1993,commodities,9.25,
Mexico,MEX,emerging,LatAm,1994,commodities,15.47,
Mexico,MEX,emerging,LatAm,1995,commodities,17.91,
Mexico,MEX,emerging,LatAm,1996,commodities,7.89,
Mexico,MEX,emerging,LatAm,1997,commodities,2.19,Asian Financial Crisis
Mexico,MEX,emerging,LatAm,1998,commodities,31.19,LTCM / Russia default
Mexico,MEX,emerging,LatAm,1999,commodities,11.2,
Mexico,MEX,emerging,LatAm,2000,commodities,12.9,
Mexico,MEX,emerging,LatAm,2001,commodities,6.26,Dot-com bust / 9-11
Mexico,MEX,emerging,LatAm,2002,commodities,24.56,Corporate scandals
Mexico,MEX,emerging,LatAm,2003,commodities,13.21,
Mexico,MEX,emerging,LatAm,2004,commodities,-10.5,
Mexico,MEX,emerging,LatAm,2005,commodities,-0.89,
Mexico,MEX,emerging,LatAm,2006,commodities,-0.49,
Mexico,MEX,emerging,LatAm,2007,commodities,27.09,
Mexico,MEX,emerging,LatAm,2008,commodities,17.01,Global Financial Crisis
Mexico,MEX,emerging,LatAm,2009,commodities,-3.71,GFC trough
Mexico,MEX,emerging,LatAm,2010,commodities,-1.69,
Mexico,MEX,emerging,LatAm,2011,commodities,7.1,Euro debt crisis
Mexico,MEX,emerging,LatAm,2012,commodities,-6.4,
Mexico,MEX,emerging,LatAm,2013,commodities,13.91,
Mexico,MEX,emerging,LatAm,2014,commodities,6.84,
Mexico,MEX,emerging,LatAm,2015,commodities,9.95,China slowdown
Mexico,MEX,emerging,LatAm,2016,commodities,0.34,
Mexico,MEX,emerging,LatAm,2017,commodities,4.87,
Mexico,MEX,emerging,LatAm,2018,commodities,12.16,
Mexico,MEX,emerging,LatAm,2019,commodities,20.84,
Mexico,MEX,emerging,LatAm,2020,commodities,20.99,COVID-19
Mexico,MEX,emerging,LatAm,2021,commodities,-7.85,COVID recovery / stimulus
Mexico,MEX,emerging,LatAm,2022,commodities,7.46,Inflation / rate hike cycle
Mexico,MEX,emerging,LatAm,2023,commodities,-4.74,Rates plateau
Mexico,MEX,emerging,LatAm,2024,commodities,31.28,
Argentina,ARG,emerging,LatAm,1985,commodities,-14.35,
Argentina,ARG,emerging,LatAm,1986,commodities,-23.88,
Argentina,ARG,emerging,LatAm,1987,commodities,10.81,Black Monday
Argentina,ARG,emerging,LatAm,1988,commodities,27.4,
Argentina,ARG,emerging,LatAm,1989,commodities,24.44,
Argentina,ARG,emerging,LatAm,1990,commodities,27.84,Gulf War / S&L crisis
Argentina,ARG,emerging,LatAm,1991,commodities,50.85,Recession
Argentina,ARG,emerging,LatAm,1992,commodities,6.99,
Argentina,ARG,emerging,LatAm,1993,commodities,11.0,
Argentina,ARG,emerging,LatAm,1994,commodities,13.82,
Argentina,ARG,emerging,LatAm,1995,commodities,17.82,
Argentina,ARG,emerging,LatAm,1996,commodities,5.38,
Argentina,ARG,emerging,LatAm,1997,commodities,21.87,Asian Financial Crisis
Argentina,ARG,emerging,LatAm,1998,commodities,5.8,LTCM / Russia default
Argentina,ARG,emerging,LatAm,1999,commodities,27.19,
Argentina,ARG,emerging,LatAm,2000,commodities,16.34,
Argentina,ARG,emerging,LatAm,2001,commodities,7.37,Dot-com bust / 9-11
Argentina,ARG,emerging,LatAm,2002,commodities,23.3,Corporate scandals
Argentina,ARG,emerging,LatAm,2003,commodities,59.7,
Argentina,ARG,emerging,LatAm,2004,commodities,40.45,
Argentina,ARG,emerging,LatAm,2005,commodities,27.24,
Argentina,ARG,emerging,LatAm,2006,commodities,45.57,
Argentina,ARG,emerging,LatAm,2007,commodities,52.66,
Argentina,ARG,emerging,LatAm,2008,commodities,52.21,Global Financial Crisis
Argentina,ARG,emerging,LatAm,2009,commodities,13.35,GFC trough
Argentina,ARG,emerging,LatAm,2010,commodities,23.9,
Argentina,ARG,emerging,LatAm,2011,commodities,24.0,Euro debt crisis
Argentina,ARG,emerging,LatAm,2012,commodities,21.75,
Argentina,ARG,emerging,LatAm,2013,commodities,18.78,
Argentina,ARG,emerging,LatAm,2014,commodities,24.94,
Argentina,ARG,emerging,LatAm,2015,commodities,41.86,China slowdown
Argentina,ARG,emerging,LatAm,2016,commodities,34.56,
Argentina,ARG,emerging,LatAm,2017,commodities,-8.39,
Argentina,ARG,emerging,LatAm,2018,commodities,14.73,
Argentina,ARG,emerging,LatAm,2019,commodities,45.97,
Argentina,ARG,emerging,LatAm,2020,commodities,21.67,COVID-19
Argentina,ARG,emerging,LatAm,2021,commodities,2.82,COVID recovery / stimulus
Argentina,ARG,emerging,LatAm,2022,commodities,60.0,Inflation / rate hike cycle
Argentina,ARG,emerging,LatAm,2023,commodities,25.02,Rates plateau
Argentina,ARG,emerging,LatAm,2024,commodities,9.99,
Chile,CHL,emerging,LatAm,1985,commodities,5.76,
Chile,CHL,emerging,LatAm,1986,commodities,11.72,
Chile,CHL,emerging,LatAm,1987,commodities,-1.24,Black Monday
Chile,CHL,emerging,LatAm,1988,commodities,22.4,
Chile,CHL,emerging,LatAm,1989,commodities,-17.88,
Chile,CHL,emerging,LatAm,1990,commodities,15.81,Gulf War / S&L crisis
Chile,CHL,emerging,LatAm,1991,commodities,10.54,Recession
Chile,CHL,emerging,LatAm,1992,commodities,-6.16,
Chile,CHL,emerging,LatAm,1993,commodities,-5.92,
Chile,CHL,emerging,LatAm,1994,commodities,14.45,
Chile,CHL,emerging,LatAm,1995,commodities,12.36,
Chile,CHL,emerging,LatAm,1996,commodities,24.89,
Chile,CHL,emerging,LatAm,1997,commodities,24.46,Asian Financial Crisis
Chile,CHL,emerging,LatAm,1998,commodities,14.37,LTCM / Russia default
Chile,CHL,emerging,LatAm,1999,commodities,29.95,
Chile,CHL,emerging,LatAm,2000,commodities,2.11,
Chile,CHL,emerging,LatAm,2001,commodities,10.63,Dot-com bust / 9-11
Chile,CHL,emerging,LatAm,2002,commodities,13.15,Corporate scandals
Chile,CHL,emerging,LatAm,2003,commodities,10.74,
Chile,CHL,emerging,LatAm,2004,commodities,-21.52,
Chile,CHL,emerging,LatAm,2005,commodities,7.54,
Chile,CHL,emerging,LatAm,2006,commodities,24.93,
Chile,CHL,emerging,LatAm,2007,commodities,2.93,
Chile,CHL,emerging,LatAm,2008,commodities,-4.16,Global Financial Crisis
Chile,CHL,emerging,LatAm,2009,commodities,8.35,GFC trough
Chile,CHL,emerging,LatAm,2010,commodities,5.86,
Chile,CHL,emerging,LatAm,2011,commodities,11.66,Euro debt crisis
Chile,CHL,emerging,LatAm,2012,commodities,22.87,
Chile,CHL,emerging,LatAm,2013,commodities,15.56,
Chile,CHL,emerging,LatAm,2014,commodities,31.17,
Chile,CHL,emerging,LatAm,2015,commodities,8.87,China slowdown
Chile,CHL,emerging,LatAm,2016,commodities,3.79,
Chile,CHL,emerging,LatAm,2017,commodities,-3.07,
Chile,CHL,emerging,LatAm,2018,commodities,13.04,
Chile,CHL,emerging,LatAm,2019,commodities,26.88,
Chile,CHL,emerging,LatAm,2020,commodities,15.42,COVID-19
Chile,CHL,emerging,LatAm,2021,commodities,4.11,COVID recovery / stimulus
Chile,CHL,emerging,LatAm,2022,commodities,12.48,Inflation / rate hike cycle
Chile,CHL,emerging,LatAm,2023,commodities,3.44,Rates plateau
Chile,CHL,emerging,LatAm,2024,commodities,2.46,
Colombia,COL,emerging,LatAm,1985,commodities,-23.22,
Colombia,COL,emerging,LatAm,1986,commodities,10.07,
Colombia,COL,emerging,LatAm,1987,commodities,32.63,Black Monday
Colombia,COL,emerging,LatAm,1988,commodities,6.16,
Colombia,COL,emerging,LatAm,1989,commodities,-3.33,
Colombia,COL,emerging,LatAm,1990,commodities,-17.56,Gulf War / S&L crisis
Colombia,COL,emerging,LatAm,1991,commodities,0.17,Recession
Colombia,COL,emerging,LatAm,1992,commodities,21.41,
Colombia,COL,emerging,LatAm,1993,commodities,21.29,
Colombia,COL,emerging,LatAm,1994,commodities,13.94,
Colombia,COL,emerging,LatAm,1995,commodities,8.56,
Colombia,COL,emerging,LatAm,1996,commodities,-20.77,
Colombia,COL,emerging,LatAm,1997,commodities,11.53,Asian Financial Crisis
Colombia,COL,emerging,LatAm,1998,commodities,-10.0,LTCM / Russia default
Colombia,COL,emerging,LatAm,1999,commodities,25.23,
Colombia,COL,emerging,LatAm,2000,commodities,-2.13,
Colombia,COL,emerging,LatAm,2001,commodities,14.42,Dot-com bust / 9-11
Colombia,COL,emerging,LatAm,2002,commodities,17.08,Corporate scandals
Colombia,COL,emerging,LatAm,2003,commodities,22.25,
Colombia,COL,emerging,LatAm,2004,commodities,-14.2,
Colombia,COL,emerging,LatAm,2005,commodities,2.2,
Colombia,COL,emerging,LatAm,2006,commodities,13.94,
Colombia,COL,emerging,LatAm,2007,commodities,7.91,
Colombia,COL,emerging,LatAm,2008,commodities,9.82,Global Financial Crisis
Colombia,COL,emerging,LatAm,2009,commodities,24.45,GFC trough
Colombia,COL,emerging,LatAm,2010,commodities,6.64,
Colombia,COL,emerging,LatAm,2011,commodities,25.7,Euro debt crisis
Colombia,COL,emerging,LatAm,2012,commodities,0.28,
Colombia,COL,emerging,LatAm,2013,commodities,-19.44,
Colombia,COL,emerging,LatAm,2014,commodities,35.55,
Colombia,COL,emerging,LatAm,2015,commodities,-20.55,China slowdown
Colombia,COL,emerging,LatAm,2016,commodities,-6.67,
Colombia,COL,emerging,LatAm,2017,commodities,-1.91,
Colombia,COL,emerging,LatAm,2018,commodities,-16.51,
Colombia,COL,emerging,LatAm,2019,commodities,28.17,
Colombia,COL,emerging,LatAm,2020,commodities,-16.12,COVID-19
Colombia,COL,emerging,LatAm,2021,commodities,10.69,COVID recovery / stimulus
Colombia,COL,emerging,LatAm,2022,commodities,31.61,Inflation / rate hike cycle
Colombia,COL,emerging,LatAm,2023,commodities,17.0,Rates plateau
Colombia,COL,emerging,LatAm,2024,commodities,14.76,
Russia,RUS,emerging,EasternEurope,1985,commodities,19.29,
Russia,RUS,emerging,EasternEurope,1986,commodities,29.08,
Russia,RUS,emerging,EasternEurope,1987,commodities,15.26,Black Monday
Russia,RUS,emerging,EasternEurope,1988,commodities,-20.09,
Russia,RUS,emerging,EasternEurope,1989,commodities,-1.62,
Russia,RUS,emerging,EasternEurope,1990,commodities,15.29,Gulf War / S&L crisis
Russia,RUS,emerging,EasternEurope,1991,commodities,16.5,Recession
Russia,RUS,emerging,EasternEurope,1992,commodities,32.41,
Russia,RUS,emerging,EasternEurope,1993,commodities,14.32,
Russia,RUS,emerging,EasternEurope,1994,commodities,6.41,
Russia,RUS,emerging,EasternEurope,1995,commodities,29.09,
Russia,RUS,emerging,EasternEurope,1996,commodities,39.39,
Russia,RUS,emerging,EasternEurope,1997,commodities,19.52,Asian Financial Crisis
Russia,RUS,emerging,EasternEurope,1998,commodities,6.21,LTCM / Russia default
Russia,RUS,emerging,EasternEurope,1999,commodities,13.64,
Russia,RUS,emerging,EasternEurope,2000,commodities,17.21,
Russia,RUS,emerging,EasternEurope,2001,commodities,50.59,Dot-com bust / 9-11
Russia,RUS,emerging,EasternEurope,2002,commodities,18.92,Corporate scandals
Russia,RUS,emerging,EasternEurope,2003,commodities,3.5,
Russia,RUS,emerging,EasternEurope,2004,commodities,20.79,
Russia,RUS,emerging,EasternEurope,2005,commodities,15.68,
Russia,RUS,emerging,EasternEurope,2006,commodities,1.67,
Russia,RUS,emerging,EasternEurope,2007,commodities,23.62,
Russia,RUS,emerging,EasternEurope,2008,commodities,34.31,Global Financial Crisis
Russia,RUS,emerging,EasternEurope,2009,commodities,-17.35,GFC trough
Russia,RUS,emerging,EasternEurope,2010,commodities,-23.4,
Russia,RUS,emerging,EasternEurope,2011,commodities,2.54,Euro debt crisis
Russia,RUS,emerging,EasternEurope,2012,commodities,14.82,
Russia,RUS,emerging,EasternEurope,2013,commodities,-10.57,
Russia,RUS,emerging,EasternEurope,2014,commodities,7.4,
Russia,RUS,emerging,EasternEurope,2015,commodities,-15.45,China slowdown
Russia,RUS,emerging,EasternEurope,2016,commodities,-0.29,
Russia,RUS,emerging,EasternEurope,2017,commodities,14.68,
Russia,RUS,emerging,EasternEurope,2018,commodities,6.89,
Russia,RUS,emerging,EasternEurope,2019,commodities,-38.41,
Russia,RUS,emerging,EasternEurope,2020,commodities,20.06,COVID-19
Russia,RUS,emerging,EasternEurope,2021,commodities,10.16,COVID recovery / stimulus
Russia,RUS,emerging,EasternEurope,2022,commodities,23.66,Inflation / rate hike cycle
Russia,RUS,emerging,EasternEurope,2023,commodities,4.73,Rates plateau
Russia,RUS,emerging,EasternEurope,2024,commodities,12.75,
Poland,POL,emerging,EasternEurope,1985,commodities,32.09,
Poland,POL,emerging,EasternEurope,1986,commodities,13.45,
Poland,POL,emerging,EasternEurope,1987,commodities,-1.18,Black Monday
Poland,POL,emerging,EasternEurope,1988,commodities,24.31,
Poland,POL,emerging,EasternEurope,1989,commodities,31.75,
Poland,POL,emerging,EasternEurope,1990,commodities,-11.11,Gulf War / S&L crisis
Poland,POL,emerging,EasternEurope,1991,commodities,-16.18,Recession
Poland,POL,emerging,EasternEurope,1992,commodities,12.73,
Poland,POL,emerging,EasternEurope,1993,commodities,-6.43,
Poland,POL,emerging,EasternEurope,1994,commodities,32.54,
Poland,POL,emerging,EasternEurope,1995,commodities,-3.14,
Poland,POL,emerging,EasternEurope,1996,commodities,11.34,
Poland,POL,emerging,EasternEurope,1997,commodities,24.12,Asian Financial Crisis
Poland,POL,emerging,EasternEurope,1998,commodities,9.78,LTCM / Russia default
Poland,POL,emerging,EasternEurope,1999,commodities,-7.77,
Poland,POL,emerging,EasternEurope,2000,commodities,1.31,
Poland,POL,emerging,EasternEurope,2001,commodities,9.85,Dot-com bust / 9-11
Poland,POL,emerging,EasternEurope,2002,commodities,39.76,Corporate scandals
Poland,POL,emerging,EasternEurope,2003,commodities,19.99,
Poland,POL,emerging,EasternEurope,2004,commodities,-8.51,
Poland,POL,emerging,EasternEurope,2005,commodities,6.88,
Poland,POL,emerging,EasternEurope,2006,commodities,13.03,
Poland,POL,emerging,EasternEurope,2007,commodities,18.5,
Poland,POL,emerging,EasternEurope,2008,commodities,-17.22,Global Financial Crisis
Poland,POL,emerging,EasternEurope,2009,commodities,11.62,GFC trough
Poland,POL,emerging,EasternEurope,2010,commodities,11.37,
Poland,POL,emerging,EasternEurope,2011,commodities,-6.4,Euro debt crisis
Poland,POL,emerging,EasternEurope,2012,commodities,-8.56,
Poland,POL,emerging,EasternEurope,2013,commodities,17.27,
Poland,POL,emerging,EasternEurope,2014,commodities,24.65,
Poland,POL,emerging,EasternEurope,2015,commodities,0.68,China slowdown
Poland,POL,emerging,EasternEurope,2016,commodities,-0.67,
Poland,POL,emerging,EasternEurope,2017,commodities,-12.02,
Poland,POL,emerging,EasternEurope,2018,commodities,18.2,
Poland,POL,emerging,EasternEurope,2019,commodities,3.69,
Poland,POL,emerging,EasternEurope,2020,commodities,-0.54,COVID-19
Poland,POL,emerging,EasternEurope,2021,commodities,28.82,COVID recovery / stimulus
Poland,POL,emerging,EasternEurope,2022,commodities,-2.17,Inflation / rate hike cycle
Poland,POL,emerging,EasternEurope,2023,commodities,14.89,Rates plateau
Poland,POL,emerging,EasternEurope,2024,commodities,26.05,
Turkey,TUR,emerging,EasternEurope,1985,commodities,12.3,
Turkey,TUR,emerging,EasternEurope,1986,commodities,19.73,
Turkey,TUR,emerging,EasternEurope,1987,commodities,23.47,Black Monday
Turkey,TUR,emerging,EasternEurope,1988,commodities,8.32,
Turkey,TUR,emerging,EasternEurope,1989,commodities,27.24,
Turkey,TUR,emerging,EasternEurope,1990,commodities,-22.47,Gulf War / S&L crisis
Turkey,TUR,emerging,EasternEurope,1991,commodities,-12.35,Recession
Turkey,TUR,emerging,EasternEurope,1992,commodities,2.63,
Turkey,TUR,emerging,EasternEurope,1993,commodities,14.38,
Turkey,TUR,emerging,EasternEurope,1994,commodities,22.83,
Turkey,TUR,emerging,EasternEurope,1995,commodities,9.06,
Turkey,TUR,emerging,EasternEurope,1996,commodities,-1.42,
Turkey,TUR,emerging,EasternEurope,1997,commodities,10.75,Asian Financial Crisis
Turkey,TUR,emerging,EasternEurope,1998,commodities,18.06,LTCM / Russia default
Turkey,TUR,emerging,EasternEurope,1999,commodities,2.73,
Turkey,TUR,emerging,EasternEurope,2000,commodities,26.46,
Turkey,TUR,emerging,EasternEurope,2001,commodities,16.73,Dot-com bust / 9-11
Turkey,TUR,emerging,EasternEurope,2002,commodities,7.27,Corporate scandals
Turkey,TUR,emerging,EasternEurope,2003,commodities,-8.65,
Turkey,TUR,emerging,EasternEurope,2004,commodities,-7.98,
Turkey,TUR,emerging,EasternEurope,2005,commodities,10.42,
Turkey,TUR,emerging,EasternEurope,2006,commodities,-25.06,
Turkey,TUR,emerging,EasternEurope,2007,commodities,30.46,
Turkey,TUR,emerging,EasternEurope,2008,commodities,21.32,Global Financial Crisis
Turkey,TUR,emerging,EasternEurope,2009,commodities,6.0,GFC trough
Turkey,TUR,emerging,EasternEurope,2010,commodities,11.35,
Turkey,TUR,emerging,EasternEurope,2011,commodities,20.86,Euro debt crisis
Turkey,TUR,emerging,EasternEurope,2012,commodities,3.36,
Turkey,TUR,emerging,EasternEurope,2013,commodities,7.72,
Turkey,TUR,emerging,EasternEurope,2014,commodities,9.78,
Turkey,TUR,emerging,EasternEurope,2015,commodities,-9.09,China slowdown
Turkey,TUR,emerging,EasternEurope,2016,commodities,-9.11,
Turkey,TUR,emerging,EasternEurope,2017,commodities,16.34,
Turkey,TUR,emerging,EasternEurope,2018,commodities,2.13,
Turkey,TUR,emerging,EasternEurope,2019,commodities,11.34,
Turkey,TUR,emerging,EasternEurope,2020,commodities,18.37,COVID-19
Turkey,TUR,emerging,EasternEurope,2021,commodities,-9.34,COVID recovery / stimulus
Turkey,TUR,emerging,EasternEurope,2022,commodities,27.33,Inflation / rate hike cycle
Turkey,TUR,emerging,EasternEurope,2023,commodities,27.43,Rates plateau
Turkey,TUR,emerging,EasternEurope,2024,commodities,19.92,
South_Africa,ZAF,emerging,Africa,1985,commodities,28.04,
South_Africa,ZAF,emerging,Africa,1986,commodities,22.25,
South_Africa,ZAF,emerging,Africa,1987,commodities,-1.34,Black Monday
South_Africa,ZAF,emerging,Africa,1988,commodities,6.06,
South_Africa,ZAF,emerging,Africa,1989,commodities,24.76,
South_Africa,ZAF,emerging,Africa,1990,commodities,4.08,Gulf War / S&L crisis
South_Africa,ZAF,emerging,Africa,1991,commodities,10.1,Recession
South_Africa,ZAF,emerging,Africa,1992,commodities,19.26,
South_Africa,ZAF,emerging,Africa,1993,commodities,23.0,
South_Africa,ZAF,emerging,Africa,1994,commodities,15.15,
South_Africa,ZAF,emerging,Africa,1995,commodities,17.31,
South_Africa,ZAF,emerging,Africa,1996,commodities,13.43,
South_Africa,ZAF,emerging,Africa,1997,commodities,-33.43,Asian Financial Crisis
South_Africa,ZAF,emerging,Africa,1998,commodities,-2.88,LTCM / Russia default
South_Africa,ZAF,emerging,Africa,1999,commodities,-4.99,
South_Africa,ZAF,emerging,Africa,2000,commodities,-9.78,
South_Africa,ZAF,emerging,Africa,2001,commodities,10.43,Dot-com bust / 9-11
South_Africa,ZAF,emerging,Africa,2002,commodities,-10.26,Corporate scandals
South_Africa,ZAF,emerging,Africa,2003,commodities,18.07,
South_Africa,ZAF,emerging,Africa,2004,commodities,20.51,
South_Africa,ZAF,emerging,Africa,2005,commodities,-2.16,
South_Africa,ZAF,emerging,Africa,2006,commodities,9.47,
South_Africa,ZAF,emerging,Africa,2007,commodities,-3.0,
South_Africa,ZAF,emerging,Africa,2008,commodities,27.28,Global Financial Crisis
South_Africa,ZAF,emerging,Africa,2009,commodities,8.08,GFC trough
South_Africa,ZAF,emerging,Africa,2010,commodities,-24.31,
South_Africa,ZAF,emerging,Africa,2011,commodities,34.8,Euro debt crisis
South_Africa,ZAF,emerging,Africa,2012,commodities,10.61,
South_Africa,ZAF,emerging,Africa,2013,commodities,-7.52,
South_Africa,ZAF,emerging,Africa,2014,commodities,-15.49,
South_Africa,ZAF,emerging,Africa,2015,commodities,33.9,China slowdown
South_Africa,ZAF,emerging,Africa,2016,commodities,5.33,
South_Africa,ZAF,emerging,Africa,2017,commodities,5.43,
South_Africa,ZAF,emerging,Africa,2018,commodities,-2.8,
South_Africa,ZAF,emerging,Africa,2019,commodities,17.76,
South_Africa,ZAF,emerging,Africa,2020,commodities,12.52,COVID-19
South_Africa,ZAF,emerging,Africa,2021,commodities,-4.98,COVID recovery / stimulus
South_Africa,ZAF,emerging,Africa,2022,commodities,13.54,Inflation / rate hike cycle
South_Africa,ZAF,emerging,Africa,2023,commodities,2.46,Rates plateau
South_Africa,ZAF,emerging,Africa,2024,commodities,-0.07,
Nigeria,NGA,emerging,Africa,1985,commodities,-2.37,
Nigeria,NGA,emerging,Africa,1986,commodities,11.06,
Nigeria,NGA,emerging,Africa,1987,commodities,19.09,Black Monday
Nigeria,NGA,emerging,Africa,1988,commodities,33.62,
Nigeria,NGA,emerging,Africa,1989,commodities,24.38,
Nigeria,NGA,emerging,Africa,1990,commodities,19.81,Gulf War / S&L crisis
Nigeria,NGA,emerging,Africa,1991,commodities,14.65,Recession
Nigeria,NGA,emerging,Africa,1992,commodities,14.0,
Nigeria,NGA,emerging,Africa,1993,commodities,38.09,
Nigeria,NGA,emerging,Africa,1994,commodities,-16.42,
Nigeria,NGA,emerging,Africa,1995,commodities,19.71,
Nigeria,NGA,emerging,Africa,1996,commodities,17.11,
Nigeria,NGA,emerging,Africa,1997,commodities,0.91,Asian Financial Crisis
Nigeria,NGA,emerging,Africa,1998,commodities,14.95,LTCM / Russia default
Nigeria,NGA,emerging,Africa,1999,commodities,3.21,
Nigeria,NGA,emerging,Africa,2000,commodities,13.99,
Nigeria,NGA,emerging,Africa,2001,commodities,-12.11,Dot-com bust / 9-11
Nigeria,NGA,emerging,Africa,2002,commodities,25.49,Corporate scandals
Nigeria,NGA,emerging,Africa,2003,commodities,27.03,
Nigeria,NGA,emerging,Africa,2004,commodities,-3.14,
Nigeria,NGA,emerging,Africa,2005,commodities,33.52,
Nigeria,NGA,emerging,Africa,2006,commodities,-1.68,
Nigeria,NGA,emerging,Africa,2007,commodities,44.04,
Nigeria,NGA,emerging,Africa,2008,commodities,13.09,Global Financial Crisis
Nigeria,NGA,emerging,Africa,2009,commodities,20.69,GFC trough
Nigeria,NGA,emerging,Africa,2010,commodities,-7.47,
Nigeria,NGA,emerging,Africa,2011,commodities,4.51,Euro debt crisis
Nigeria,NGA,emerging,Africa,2012,commodities,8.19,
Nigeria,NGA,emerging,Africa,2013,commodities,7.11,
Nigeria,NGA,emerging,Africa,2014,commodities,3.09,
Nigeria,NGA,emerging,Africa,2015,commodities,14.33,China slowdown
Nigeria,NGA,emerging,Africa,2016,commodities,-2.48,
Nigeria,NGA,emerging,Africa,2017,commodities,12.15,
Nigeria,NGA,emerging,Africa,2018,commodities,12.27,
Nigeria,NGA,emerging,Africa,2019,commodities,7.13,
Nigeria,NGA,emerging,Africa,2020,commodities,22.47,COVID-19
Nigeria,NGA,emerging,Africa,2021,commodities,13.91,COVID recovery / stimulus
Nigeria,NGA,emerging,Africa,2022,commodities,28.3,Inflation / rate hike cycle
Nigeria,NGA,emerging,Africa,2023,commodities,15.27,Rates plateau
Nigeria,NGA,emerging,Africa,2024,commodities,14.21,
Egypt,EGY,emerging,Africa,1985,commodities,-24.06,
Egypt,EGY,emerging,Africa,1986,commodities,23.24,
Egypt,EGY,emerging,Africa,1987,commodities,31.37,Black Monday
Egypt,EGY,emerging,Africa,1988,commodities,48.06,
Egypt,EGY,emerging,Africa,1989,commodities,9.22,
Egypt,EGY,emerging,Africa,1990,commodities,17.32,Gulf War / S&L crisis
Egypt,EGY,emerging,Africa,1991,commodities,-4.02,Recession
Egypt,EGY,emerging,Africa,1992,commodities,4.28,
Egypt,EGY,emerging,Africa,1993,commodities,15.17,
Egypt,EGY,emerging,Africa,1994,commodities,5.94,
Egypt,EGY,emerging,Africa,1995,commodities,4.97,
Egypt,EGY,emerging,Africa,1996,commodities,4.55,
Egypt,EGY,emerging,Africa,1997,commodities,26.27,Asian Financial Crisis
Egypt,EGY,emerging,Africa,1998,commodities,2.5,LTCM / Russia default
Egypt,EGY,emerging,Africa,1999,commodities,1.8,
Egypt,EGY,emerging,Africa,2000,commodities,30.38,
Egypt,EGY,emerging,Africa,2001,commodities,10.87,Dot-com bust / 9-11
Egypt,EGY,emerging,Africa,2002,commodities,21.55,Corporate scandals
Egypt,EGY,emerging,Africa,2003,commodities,21.96,
Egypt,EGY,emerging,Africa,2004,commodities,-12.54,
Egypt,EGY,emerging,Africa,2005,commodities,27.84,
Egypt,EGY,emerging,Africa,2006,commodities,4.07,
Egypt,EGY,emerging,Africa,2007,commodities,0.2,
Egypt,EGY,emerging,Africa,2008,commodities,44.72,Global Financial Crisis
Egypt,EGY,emerging,Africa,2009,commodities,1.45,GFC trough
Egypt,EGY,emerging,Africa,2010,commodities,-14.41,
Egypt,EGY,emerging,Africa,2011,commodities,4.54,Euro debt crisis
Egypt,EGY,emerging,Africa,2012,commodities,14.1,
Egypt,EGY,emerging,Africa,2013,commodities,25.86,
Egypt,EGY,emerging,Africa,2014,commodities,13.14,
Egypt,EGY,emerging,Africa,2015,commodities,37.53,China slowdown
Egypt,EGY,emerging,Africa,2016,commodities,-10.99,
Egypt,EGY,emerging,Africa,2017,commodities,6.29,
Egypt,EGY,emerging,Africa,2018,commodities,24.81,
Egypt,EGY,emerging,Africa,2019,commodities,16.02,
Egypt,EGY,emerging,Africa,2020,commodities,4.23,COVID-19
Egypt,EGY,emerging,Africa,2021,commodities,-3.01,COVID recovery / stimulus
Egypt,EGY,emerging,Africa,2022,commodities,30.25,Inflation / rate hike cycle
Egypt,EGY,emerging,Africa,2023,commodities,-9.66,Rates plateau
Egypt,EGY,emerging,Africa,2024,commodities,25.71,
Saudi_Arabia,SAU,emerging,MiddleEast,1985,commodities,12.62,
Saudi_Arabia,SAU,emerging,MiddleEast,1986,commodities,13.67,
Saudi_Arabia,SAU,emerging,MiddleEast,1987,commodities,3.1,Black Monday
Saudi_Arabia,SAU,emerging,MiddleEast,1988,commodities,-3.12,
Saudi_Arabia,SAU,emerging,MiddleEast,1989,commodities,23.25,
Saudi_Arabia,SAU,emerging,MiddleEast,1990,commodities,-2.32,Gulf War / S&L crisis
Saudi_Arabia,SAU,emerging,MiddleEast,1991,commodities,-9.89,Recession
Saudi_Arabia,SAU,emerging,MiddleEast,1992,commodities,1.41,
Saudi_Arabia,SAU,emerging,MiddleEast,1993,commodities,-10.8,
